Date,Product,Sales_Amount,Fixed_Costs,Variable_Costs,Marketing_Expenses,Number_of_Customers,Profit
2023-09-11,Product_E,2959.2557846526834,454.7303755670192,339.47689442741785,142.21079599394517,231,2022.8377186643013
2023-09-12,Product_C,2197.968902937996,874.6010254468832,130.64099534230596,97.54946860212814,380,1095.1774135466785
2023-09-13,Product_D,4610.550906433253,282.4497727590915,332.3483848563965,196.36780301591043,111,3799.3849458018544
2023-09-14,Product_C,3886.098000277856,813.4507345352988,219.33097723929507,294.96893077744596,324,2558.3473577258164
2023-09-15,Product_C,4236.13973245357,553.8385091940659,225.240048483228,62.341065671654775,126,3394.7201091046218
2023-09-16,Product_D,3270.3962787773016,363.36590139274995,446.853985052677,290.420558550275,146,2169.7558337816
2023-09-17,Product_C,3310.83100149931,568.1235139931451,473.9334622833633,451.25240310921737,367,1817.521622113584
2023-09-18,Product_A,4649.655970311296,580.6739165071123,354.049684014203,205.9395423141154,53,3508.9928274758654
2023-09-19,Product_D,2952.849851672333,454.0448976835119,188.0443033395365,241.61067316256103,118,2069.149977486724
2023-09-20,Product_A,2640.281447543282,430.0822325389703,131.48646752036308,296.94837781223373,274,1781.7643696717148
2023-09-21,Product_E,2858.0419526403844,991.4005113626832,428.1584052593757,303.9229094413958,295,1134.5601265769296
2023-09-22,Product_C,1865.448873410752,606.2284609972564,243.9640708884228,361.8263681967988,182,653.429973328274
2023-09-23,Product_E,2209.9151012710463,618.3312434669748,481.8022959225512,240.35382660433217,225,869.4277352771883
2023-09-24,Product_B,1498.8721251655504,458.7534059328778,138.27359057235057,130.59260318887385,264,771.2525254714483
2023-09-25,Product_E,1872.3027884561066,855.6243678475513,126.43344058292683,264.94405752690534,60,625.300922498723
2023-09-26,Product_B,1248.597344769295,417.61100611657776,170.6850617203467,320.0208069433665,105,340.28046998900396
2023-09-27,Product_D,3721.231413301634,233.37140819889424,211.90946036667765,494.04093688516923,249,2781.909607850893
2023-09-28,Product_A,1712.9613387059403,320.36279240358994,422.7612742974478,104.47519672868515,348,865.3620752762174
2023-09-29,Product_A,1221.1943038933946,827.9319561746642,233.53209117127713,392.52438709188584,60,-232.79413054443253
2023-09-30,Product_D,4168.347221957378,881.195907049532,430.4313949626764,388.79163438221667,365,2467.9282855629526
2023-10-01,Product_C,2636.1121576425326,438.8416534447562,399.47055682839357,486.0639618371541,54,1311.7359855322288
2023-10-02,Product_A,1136.8766339037886,337.2803662949191,192.92522087388886,182.85087947116696,478,423.8201672638137
2023-10-03,Product_A,2020.3940741296242,651.0397927277734,242.66485311522698,54.42605630817554,284,1072.2633719784483
2023-10-04,Product_C,1331.4470656224114,519.8981790015748,427.65177530248917,318.3844461104634,144,65.51266520788403
2023-10-05,Product_D,2486.309067677916,830.5286302850735,385.2773938793822,179.20155101952352,483,1091.3014924939368
2023-10-06,Product_C,4197.138374408096,775.4031249093481,186.06871904381956,300.0926170397431,143,2935.5739134151845
2023-10-07,Product_A,1526.8202311969671,986.2372050836038,489.79374540164724,431.89832363483004,62,-381.109042923114
2023-10-08,Product_E,1363.5895084933063,667.7798679074901,215.58493959397973,343.22118882541037,462,137.0035121664261
2023-10-09,Product_E,3803.808032803055,314.36627230147315,248.19387027039625,258.3969189090722,373,2982.8509713221138
2023-10-10,Product_A,1082.8306686835379,694.4932819701387,445.1935224702245,109.42112886664734,367,-166.27726462347266
2023-10-11,Product_E,1278.6484703778572,510.9649400282717,331.3469421811618,120.12501089266489,270,316.21157727575877
2023-10-12,Product_E,4292.890936057728,409.7386212462768,214.2858412347206,99.3443933986141,56,3569.5220801781165
2023-10-13,Product_B,2685.6481652070506,380.1776728188796,302.0199920193668,108.73964399720273,86,1894.7108563716015
2023-10-14,Product_B,1351.6538492285383,214.73510153277456,144.76106337561876,485.6219535553943,378,506.5357307647508
2023-10-15,Product_E,3441.5933437704994,376.09227024929567,331.4468062901385,358.0328228205949,377,2376.02144441047
2023-10-16,Product_B,2226.8119073771845,386.29232306561994,210.49921958576059,329.41695766061656,403,1300.6034070651874
2023-10-17,Product_A,1881.7692573457307,893.8410844865765,345.2085441693877,338.3244993775057,274,304.39512931226085
2023-10-18,Product_E,2837.6668988115475,960.8546519863249,328.3332754955803,143.92117822704446,385,1404.5577931025978
2023-10-19,Product_B,2842.6318795703964,493.81697903652986,455.3477495772783,299.5008979558447,104,1593.9662530007433
2023-10-20,Product_E,3640.767423069441,757.4643297604673,365.390188951099,181.49584609178993,334,2336.417058266085
2023-10-21,Product_E,2426.351267952603,611.8942715722649,217.50831642720394,57.091509734856565,403,1539.8571702182776
2023-10-22,Product_A,4351.117566926185,631.6993533513469,187.02211600821394,251.43552322053245,373,3280.9605743460916
2023-10-23,Product_A,4062.3562927728935,713.0834361992553,380.0623697778653,405.039587238714,349,2564.1708995570593
2023-10-24,Product_E,2623.705941798034,232.2887926785901,107.56514305035228,337.84039353343746,461,1946.0116125356542
2023-10-25,Product_D,1802.361482344837,933.5616960889803,132.5273041720269,268.60617284807176,191,467.66630923575804
2023-10-26,Product_B,1188.1408321710855,608.0631529460996,186.26256515036386,477.10379246096085,213,-83.2886783863388
2023-10-27,Product_B,4904.47529482085,924.0671553969681,202.46696582129036,294.7920428743191,359,3483.149130728272
2023-10-28,Product_E,1336.2588189109679,297.7548937101707,453.51580355683944,301.77592303007714,349,283.2121986138807
2023-10-29,Product_D,3528.3331919570333,257.03745872142883,142.5686251844962,318.0738659840899,487,2810.6532420670183
2023-10-30,Product_B,4550.382663358632,229.4255776536436,487.8282666680419,212.52290622305685,400,3620.6059128138895
2023-10-31,Product_E,2065.9928918198425,299.6081766040559,245.55493874155619,120.73100108859411,308,1400.0987753856361
2023-11-01,Product_D,2534.194195000171,599.5063728173027,157.40688998323958,418.4019447992705,253,1358.8789874003583
2023-11-02,Product_D,3179.1582423538357,479.7703600692101,270.467746241067,75.97569530021505,76,2352.9444407433434
2023-11-03,Product_C,2991.878629887713,346.16756450187654,256.80517982990347,483.48321632508987,262,1905.422669230843
2023-11-04,Product_B,4962.9403978031005,241.1453875345823,482.8066362875715,297.91650003342136,194,3941.071873947525
2023-11-05,Product_E,3996.68804900334,529.1042786479193,390.94870546163173,151.29474660318175,249,2925.3403182906072
2023-11-06,Product_E,3048.933008969979,772.7804638910135,452.2269983984003,259.30912939732696,425,1564.6164172832382
2023-11-07,Product_B,4348.686205654276,237.57949393777363,153.05426539144915,319.92053797150857,230,3638.1319083535445
2023-11-08,Product_B,3730.744780799108,875.136095265923,443.4190945902546,95.06775190964268,283,2317.121839033288
2023-11-09,Product_D,4899.9434040749875,582.6704232932675,380.5686059246006,52.695609458151566,81,3884.0087653989676
2023-11-10,Product_B,4531.201578426369,285.5259984804991,348.69343121433246,199.73870980814877,177,3697.2434389233895
2023-11-11,Product_B,2532.8686632099466,592.3250557058166,221.21800692796097,212.48394973472293,351,1506.8416508414462
2023-11-12,Product_C,4165.374232805612,549.6917600519971,337.6276183878141,171.3941667353625,229,3106.6606876304386
2023-11-13,Product_C,4661.574553636056,368.54711145166004,138.6306309191204,489.9841259676878,306,3664.412685297588
2023-11-14,Product_D,1072.9348304652415,217.56413373149294,476.1918550793662,331.4847749107332,174,47.69406674364916
2023-11-15,Product_D,4833.2528935780465,636.9597960046574,369.1983814585899,124.25418566168148,170,3702.8405304531175
2023-11-16,Product_A,1527.0918730466688,559.6178362076334,274.2335369319686,126.38349575841073,143,566.857004148656
2023-11-17,Product_B,3439.9504934650777,337.8027810092641,344.0397638083578,135.3461858794542,275,2622.761762768002
2023-11-18,Product_B,1654.8181595712888,471.0183496303805,323.39689276877374,392.1753256202978,345,468.22759155183667
2023-11-19,Product_D,1284.7278321442982,355.45018941189204,222.6686811735147,137.9647382868276,239,568.6442232720639
2023-11-20,Product_A,2474.97389742577,905.4480578997646,141.72862621598057,329.54816660443527,207,1098.2490467055895
2023-11-21,Product_D,3188.9261455180863,213.7111158526948,350.44021623270095,187.05855250955972,304,2437.7162609231304
2023-11-22,Product_B,1801.5478660370577,243.1136923814071,416.54635124360954,428.2527504660978,314,713.6350719459433
2023-11-23,Product_E,4299.585761258213,879.6343325982152,160.3864347639254,160.01630561620425,123,3099.548688279868
2023-11-24,Product_B,1112.7866742336514,200.29843645214473,201.78124366205247,327.3620533933205,71,383.3449407261337
2023-11-25,Product_A,3089.9868583419843,862.6891517928533,204.15828116723804,399.0917369530511,180,1624.0476884288416
2023-11-26,Product_A,3203.4464409701463,202.97613491231115,222.79564127303354,185.70000774063016,112,2591.9746570441716
2023-11-27,Product_D,3998.184404541668,758.8048722880878,165.03672579009657,57.770301857372544,360,3016.5725046061107
2023-11-28,Product_B,1829.4723854000135,547.3537271701639,354.7991048925693,275.8768697738438,290,651.4426835634365
2023-11-29,Product_E,2194.9992848397933,204.7586959088675,294.7070552656631,431.3811760720684,132,1264.1523575931942
2023-11-30,Product_C,4921.907965330844,575.2372035993197,308.2589426643449,128.67148879705127,153,3909.740330270128
2023-12-01,Product_E,1359.6375442077608,659.7875927441202,246.64503079382803,212.82073088214923,219,240.3841897876634
2023-12-02,Product_E,4095.7255107505616,690.2927689750619,148.945863709055,305.64916922497036,397,2950.8377088414745
2023-12-03,Product_E,2951.2856059218175,797.1493946041767,377.38790147604806,283.6935499493085,490,1493.0547598922844
2023-12-04,Product_E,2208.5943376004498,350.0513086529894,194.7413762029881,170.63222624606698,316,1493.1694264984053
2023-12-05,Product_A,1810.0640408545598,767.0953735988126,311.9542137902606,194.18913639875686,475,536.8253170667298
2023-12-06,Product_C,4306.519704593553,302.6380861443977,283.9036269043683,262.5068286973526,146,3457.4711628474342
2023-12-07,Product_A,3737.260014033925,635.8890375155186,270.25328776730385,418.82297408094576,140,2412.294714670157
2023-12-08,Product_B,1435.6072238124798,805.1852629280195,416.73842178022676,60.31803966549409,358,153.36549943873945
2023-12-09,Product_D,4387.462007683924,767.5573740821367,153.21028126605847,218.75235356225792,417,3247.9419987734705
2023-12-10,Product_C,4733.4457993104015,512.0790722615297,163.23284850084514,464.9849306910499,163,3593.148947856976
2023-12-11,Product_D,1083.5394774313172,556.2869809309218,274.8917915611713,310.50300822961793,419,-58.14230329039384
2023-12-12,Product_E,4200.743724571283,314.30570849561127,488.86070924418016,196.36276424436477,66,3201.2145425871263
2023-12-13,Product_A,2922.8514740842725,510.4275438234096,482.91919919728963,427.8526316404131,365,1501.6520994231603
2023-12-14,Product_B,2705.693745684795,540.086107790464,204.2787783755805,447.14741224865844,474,1514.181447270092
2023-12-15,Product_C,2956.528967136276,821.188703203774,342.3154788498404,214.7696796113491,442,1578.2551054713126
2023-12-16,Product_C,3746.1278947077462,730.2980321075738,300.79711898953224,177.64928538688335,355,2537.3834582237564
2023-12-17,Product_B,2445.429789157468,718.7611629048248,213.05599545730183,75.70524544633074,216,1437.9073853490106
2023-12-18,Product_A,1322.8742313270882,973.3455295082647,187.33101894423277,414.8491863638917,127,-252.65150348930098
2023-12-19,Product_D,4446.903830324674,239.23358860070962,488.7254737037855,472.0025486634556,476,3246.9422193567234
2023-12-20,Product_B,1346.0136264019798,437.56920842921556,201.20463554934952,134.36659020298347,247,572.8731922204312
2023-12-21,Product_C,2480.3122601064824,206.252126632348,499.9081958645449,147.49001484097613,494,1626.6619227686135
2023-12-22,Product_A,1498.6792577773217,791.4738905167268,350.56662974114647,52.754934552925555,383,303.8838029665229
2023-12-23,Product_A,2118.3569585519135,465.92846613531,179.74180696503498,376.3856498987139,421,1096.3010355528547
2023-12-24,Product_A,2134.566884219847,322.1390292954819,393.61476347681014,352.80716459291756,197,1066.0059268546372
2023-12-25,Product_B,1244.9513202604412,940.3252486535905,128.02656196037532,65.0421346980329,426,111.55737494844249
2023-12-26,Product_C,2363.971502820985,291.04240633258826,219.88124146931415,419.8447146617053,429,1433.2031403573774
2023-12-27,Product_D,4999.155505774734,897.6714972315103,421.91308220247197,473.7617794514011,329,3205.8091468893504
2023-12-28,Product_D,4806.785348901039,424.2530741533915,482.51562556502023,118.92154063563139,230,3781.0951085469956
2023-12-29,Product_D,4643.658926359818,391.262788157568,175.93969661497914,431.6439718900946,249,3644.812469697176
2023-12-30,Product_C,3157.8771677294453,615.4245745175788,314.24821756462666,284.7547597416227,488,1943.4496159056175
2023-12-31,Product_B,1770.2446424542684,518.4565300900556,273.93411974232964,400.01647876541705,172,577.8375138564661
