Date,Product,Sales_Quantity,Stock_Level,Promotion_Applied
2023-02-14,Product_C,254,870,False
2023-02-15,Product_C,278,584,False
2023-02-16,Product_C,68,396,False
2023-02-17,Product_C,183,881,True
2023-02-18,Product_C,117,313,True
2023-02-19,Product_C,34,730,False
2023-02-20,Product_C,271,436,False
2023-02-21,Product_C,473,821,False
2023-02-22,Product_C,175,391,False
2023-02-23,Product_C,486,383,True
2023-02-24,Product_C,217,924,False
2023-02-25,Product_C,436,649,True
2023-02-26,Product_C,204,433,False
2023-02-27,Product_C,122,178,False
2023-02-28,Product_C,266,279,True
2023-03-01,Product_C,430,969,True
2023-03-02,Product_C,173,411,True
2023-03-03,Product_C,403,377,False
2023-03-04,Product_C,114,692,False
2023-03-05,Product_C,121,300,True
2023-03-06,Product_C,52,347,False
2023-03-07,Product_C,187,511,True
2023-03-08,Product_C,339,814,False
2023-03-09,Product_C,356,998,True
2023-03-10,Product_C,467,975,True
2023-03-11,Product_C,182,446,False
2023-03-12,Product_C,127,401,False
2023-03-13,Product_C,218,602,True
2023-03-14,Product_C,466,765,False
2023-03-15,Product_C,50,822,True
2023-03-16,Product_C,62,165,True
2023-03-17,Product_C,97,364,False
2023-03-18,Product_C,266,749,True
2023-03-19,Product_C,354,77,False
2023-03-20,Product_C,308,180,False
2023-03-21,Product_C,351,718,True
2023-03-22,Product_C,386,256,True
2023-03-23,Product_C,324,374,False
2023-03-24,Product_C,393,629,True
2023-03-25,Product_C,141,190,True
2023-03-26,Product_C,334,714,True
2023-03-27,Product_C,427,516,True
2023-03-28,Product_C,237,69,False
2023-03-29,Product_C,224,135,False
2023-03-30,Product_C,448,772,True
2023-03-31,Product_C,474,988,False
2023-04-01,Product_C,446,68,True
2023-04-02,Product_C,319,446,True
2023-04-03,Product_C,438,312,False
2023-04-04,Product_C,190,649,False
2023-04-05,Product_C,206,521,True
2023-04-06,Product_C,285,111,False
2023-04-07,Product_C,168,616,False
2023-04-08,Product_C,168,583,True
2023-04-09,Product_C,153,910,True
2023-04-10,Product_C,403,481,False
2023-04-11,Product_C,284,707,False
2023-04-12,Product_C,33,365,False
2023-04-13,Product_C,367,325,True
2023-04-14,Product_C,176,558,False
2023-04-15,Product_C,48,513,True
2023-04-16,Product_C,249,339,True
2023-04-17,Product_C,440,426,True
2023-04-18,Product_C,362,136,True
2023-04-19,Product_C,494,707,False
2023-04-20,Product_C,170,933,False
2023-04-21,Product_C,354,65,True
2023-04-22,Product_C,369,555,False
2023-04-23,Product_C,35,950,False
2023-04-24,Product_C,457,875,True
2023-04-25,Product_C,74,473,True
2023-04-26,Product_C,373,56,False
2023-04-27,Product_C,23,487,True
2023-04-28,Product_C,84,920,False
2023-04-29,Product_C,20,164,False
2023-04-30,Product_C,37,983,False
2023-05-01,Product_C,446,808,True
2023-05-02,Product_C,218,518,False
2023-05-03,Product_C,162,119,True
2023-05-04,Product_C,204,674,False
2023-05-05,Product_C,441,220,True
2023-05-06,Product_C,324,628,True
2023-05-07,Product_C,409,568,True
2023-05-08,Product_C,419,441,False
2023-05-09,Product_C,316,236,False
2023-05-10,Product_C,183,163,True
2023-05-11,Product_C,325,821,False
2023-05-12,Product_C,89,956,True
2023-05-13,Product_C,318,696,False
2023-05-14,Product_C,350,264,True
2023-05-15,Product_C,13,179,True
2023-05-16,Product_C,272,121,True
2023-05-17,Product_C,190,819,False
2023-05-18,Product_C,11,658,False
2023-05-19,Product_C,202,692,False
2023-05-20,Product_C,314,115,True
2023-05-21,Product_C,346,565,True
2023-05-22,Product_C,415,378,True
2023-05-23,Product_C,295,845,False
2023-05-24,Product_C,332,663,False
2023-05-25,Product_C,329,465,False
2023-05-26,Product_C,19,935,False
2023-05-27,Product_C,143,255,True
2023-05-28,Product_C,401,306,False
2023-05-29,Product_C,74,795,True
2023-05-30,Product_C,92,157,False
2023-05-31,Product_C,176,985,False
2023-06-01,Product_C,367,241,False
2023-06-02,Product_C,407,393,False
2023-06-03,Product_C,294,501,True
2023-06-04,Product_C,398,117,False
2023-06-05,Product_C,410,693,False
2023-06-06,Product_C,374,613,False
2023-06-07,Product_C,261,867,False
2023-06-08,Product_C,27,352,False
2023-06-09,Product_C,477,514,False
2023-06-10,Product_C,488,168,False
2023-06-11,Product_C,396,683,True
2023-06-12,Product_C,167,103,True
2023-06-13,Product_C,416,838,True
2023-06-14,Product_C,405,772,True
2023-06-15,Product_C,258,724,True
2023-06-16,Product_C,81,226,False
2023-06-17,Product_C,42,407,True
2023-06-18,Product_C,95,214,True
2023-06-19,Product_C,353,856,True
2023-06-20,Product_C,223,709,True
2023-06-21,Product_C,456,768,True
2023-06-22,Product_C,452,577,True
2023-06-23,Product_C,294,643,False
2023-06-24,Product_C,359,662,True
2023-06-25,Product_C,90,57,False
2023-06-26,Product_C,84,764,False
2023-06-27,Product_C,77,613,False
2023-06-28,Product_C,117,246,False
2023-06-29,Product_C,256,69,True
2023-06-30,Product_C,321,241,True
2023-07-01,Product_C,226,397,True
2023-07-02,Product_C,296,660,True
2023-07-03,Product_C,249,497,False
2023-07-04,Product_C,117,502,False
2023-07-05,Product_C,492,944,False
2023-07-06,Product_C,470,376,False
2023-07-07,Product_C,99,704,True
2023-07-08,Product_C,42,403,True
2023-07-09,Product_C,483,827,False
2023-07-10,Product_C,156,983,True
2023-07-11,Product_C,12,613,True
2023-07-12,Product_C,405,235,False
2023-07-13,Product_C,387,364,False
2023-07-14,Product_C,294,614,True
2023-07-15,Product_C,352,191,False
2023-07-16,Product_C,407,917,False
2023-07-17,Product_C,261,608,False
2023-07-18,Product_C,124,97,False
2023-07-19,Product_C,326,192,False
2023-07-20,Product_C,371,378,False
2023-07-21,Product_C,189,819,True
2023-07-22,Product_C,426,50,True
2023-07-23,Product_C,471,220,True
2023-07-24,Product_C,44,841,False
2023-07-25,Product_C,172,957,False
2023-07-26,Product_C,277,918,True
2023-07-27,Product_C,348,420,False
2023-07-28,Product_C,297,490,True
2023-07-29,Product_C,389,604,True
2023-07-30,Product_C,34,719,False
2023-07-31,Product_C,167,436,True
2023-08-01,Product_C,48,591,False
2023-08-02,Product_C,461,130,True
2023-08-03,Product_C,339,727,True
2023-08-04,Product_C,39,765,False
2023-08-05,Product_C,411,346,True
2023-08-06,Product_C,37,808,False
2023-08-07,Product_C,161,579,True
2023-08-08,Product_C,441,856,False
2023-08-09,Product_C,233,64,True
2023-08-10,Product_C,403,147,True
2023-08-11,Product_C,375,76,False
2023-08-12,Product_C,316,419,True
2023-08-13,Product_C,334,629,True
2023-08-14,Product_C,255,570,True
2023-08-15,Product_C,113,437,False
2023-08-16,Product_C,369,166,False
2023-08-17,Product_C,472,457,False
2023-08-18,Product_C,11,583,False
2023-08-19,Product_C,416,814,False
2023-08-20,Product_C,191,975,True
2023-08-21,Product_C,55,287,True
2023-08-22,Product_C,218,553,False
2023-08-23,Product_C,164,125,False
2023-08-24,Product_C,431,382,True
2023-08-25,Product_C,354,84,True
2023-08-26,Product_C,224,752,False
2023-08-27,Product_C,217,806,True
2023-08-28,Product_C,359,724,False
2023-08-29,Product_C,346,766,False
2023-08-30,Product_C,292,845,True
2023-08-31,Product_C,215,845,False
2023-09-01,Product_C,371,176,True
2023-09-02,Product_C,359,116,False
2023-09-03,Product_C,496,326,False
2023-09-04,Product_C,269,783,True
2023-09-05,Product_C,23,706,True
2023-09-06,Product_C,18,439,False
2023-09-07,Product_C,276,544,True
2023-09-08,Product_C,315,604,False
2023-09-09,Product_C,122,576,False
2023-09-10,Product_C,495,180,False
2023-09-11,Product_C,155,786,True
2023-09-12,Product_C,452,592,True
2023-09-13,Product_C,20,716,True
2023-09-14,Product_C,389,457,False
2023-09-15,Product_C,290,247,False
2023-09-16,Product_C,195,603,False
2023-09-17,Product_C,294,53,True
2023-09-18,Product_C,225,223,True
2023-09-19,Product_C,124,168,True
2023-09-20,Product_C,109,879,True
2023-09-21,Product_C,137,773,True
2023-09-22,Product_C,402,736,False
2023-09-23,Product_C,471,558,False
2023-09-24,Product_C,212,901,True
2023-09-25,Product_C,374,227,False
2023-09-26,Product_C,211,977,False
2023-09-27,Product_C,185,298,True
2023-09-28,Product_C,177,127,False
2023-09-29,Product_C,459,442,True
2023-09-30,Product_C,55,720,True
2023-10-01,Product_C,89,455,False
2023-10-02,Product_C,413,748,True
2023-10-03,Product_C,223,881,True
2023-10-04,Product_C,248,605,True
2023-10-05,Product_C,212,206,True
2023-10-06,Product_C,485,238,False
2023-10-07,Product_C,396,940,True
2023-10-08,Product_C,179,756,True
2023-10-09,Product_C,134,233,True
2023-10-10,Product_C,284,528,True
2023-10-11,Product_C,118,986,True
2023-10-12,Product_C,370,865,False
2023-10-13,Product_C,73,180,False
2023-10-14,Product_C,432,244,False
2023-10-15,Product_C,331,923,False
2023-10-16,Product_C,105,614,True
2023-10-17,Product_C,497,979,True
2023-10-18,Product_C,325,196,False
2023-10-19,Product_C,224,702,False
2023-10-20,Product_C,233,604,True
2023-10-21,Product_C,434,365,False
2023-10-22,Product_C,384,780,False
2023-10-23,Product_C,467,579,True
2023-10-24,Product_C,488,632,True
2023-10-25,Product_C,181,167,True
2023-10-26,Product_C,158,65,True
2023-10-27,Product_C,164,373,True
2023-10-28,Product_C,111,721,True
2023-10-29,Product_C,349,672,False
2023-10-30,Product_C,456,287,False
2023-10-31,Product_C,86,287,True
2023-11-01,Product_C,389,649,False
2023-11-02,Product_C,333,581,True
2023-11-03,Product_C,298,372,False
2023-11-04,Product_C,389,470,True
2023-11-05,Product_C,367,198,False
2023-11-06,Product_C,136,816,True
2023-11-07,Product_C,279,802,True
2023-11-08,Product_C,264,487,False
2023-11-09,Product_C,409,986,True
2023-11-10,Product_C,363,859,True
2023-11-11,Product_C,485,529,True
2023-11-12,Product_C,143,418,True
2023-11-13,Product_C,300,274,True
2023-11-14,Product_C,193,269,True
2023-11-15,Product_C,276,275,False
2023-11-16,Product_C,282,111,True
2023-11-17,Product_C,484,970,False
2023-11-18,Product_C,35,828,True
2023-11-19,Product_C,408,875,False
2023-11-20,Product_C,99,129,False
2023-11-21,Product_C,68,915,False
2023-11-22,Product_C,286,381,False
2023-11-23,Product_C,306,154,False
2023-11-24,Product_C,124,964,False
2023-11-25,Product_C,40,549,False
2023-11-26,Product_C,50,163,False
2023-11-27,Product_C,401,933,False
2023-11-28,Product_C,375,764,False
2023-11-29,Product_C,21,476,True
2023-11-30,Product_C,181,607,True
2023-12-01,Product_C,394,892,True
2023-12-02,Product_C,368,829,True
2023-12-03,Product_C,431,993,True
2023-12-04,Product_C,181,221,False
2023-12-05,Product_C,473,574,False
2023-12-06,Product_C,341,925,False
2023-12-07,Product_C,299,98,True
2023-12-08,Product_C,450,281,False
2023-12-09,Product_C,324,262,True
2023-12-10,Product_C,21,847,True
2023-12-11,Product_C,100,225,True
2023-12-12,Product_C,153,321,False
2023-12-13,Product_C,237,858,False
2023-12-14,Product_C,319,116,True
2023-12-15,Product_C,427,312,False
2023-12-16,Product_C,287,167,False
2023-12-17,Product_C,370,570,True
2023-12-18,Product_C,43,895,False
2023-12-19,Product_C,227,871,False
2023-12-20,Product_C,288,878,False
2023-12-21,Product_C,420,131,False
2023-12-22,Product_C,357,766,False
2023-12-23,Product_C,16,455,False
2023-12-24,Product_C,86,623,True
2023-12-25,Product_C,456,174,True
2023-12-26,Product_C,492,617,False
2023-12-27,Product_C,39,746,True
2023-12-28,Product_C,280,520,False
2023-12-29,Product_C,124,436,True
2023-12-30,Product_C,366,562,False
2023-12-31,Product_C,320,484,False
2023-01-01,Product_D,391,704,True
2023-01-02,Product_D,469,984,False
2023-01-03,Product_D,27,974,False
2023-01-04,Product_D,340,307,True
2023-01-05,Product_D,202,258,False
2023-01-06,Product_D,33,859,False
2023-01-07,Product_D,28,824,True
2023-01-08,Product_D,163,630,True
2023-01-09,Product_D,380,987,False
2023-01-10,Product_D,337,766,True
2023-01-11,Product_D,267,117,False
2023-01-12,Product_D,347,245,False
2023-01-13,Product_D,389,339,True
2023-01-14,Product_D,400,457,True
2023-01-15,Product_D,494,492,True
2023-01-16,Product_D,135,882,True
2023-01-17,Product_D,408,987,True
2023-01-18,Product_D,301,670,False
2023-01-19,Product_D,486,919,True
2023-01-20,Product_D,266,159,True
2023-01-21,Product_D,208,985,False
2023-01-22,Product_D,159,373,True
2023-01-23,Product_D,70,778,True
2023-01-24,Product_D,431,994,True
2023-01-25,Product_D,470,173,True
2023-01-26,Product_D,138,474,True
2023-01-27,Product_D,196,789,False
2023-01-28,Product_D,320,994,False
2023-01-29,Product_D,287,599,True
2023-01-30,Product_D,13,820,True
2023-01-31,Product_D,394,429,False
2023-02-01,Product_D,172,298,False
2023-02-02,Product_D,207,463,False
2023-02-03,Product_D,475,679,True
2023-02-04,Product_D,453,280,False
2023-02-05,Product_D,17,886,False
2023-02-06,Product_D,36,77,False
2023-02-07,Product_D,141,940,True
2023-02-08,Product_D,332,68,True
2023-02-09,Product_D,324,254,False
2023-02-10,Product_D,409,977,False
2023-02-11,Product_D,463,989,True
2023-02-12,Product_D,406,995,False
2023-02-13,Product_D,435,117,False
2023-02-14,Product_D,76,757,False
2023-02-15,Product_D,110,303,True
2023-02-16,Product_D,467,536,True
2023-02-17,Product_D,229,750,True
2023-02-18,Product_D,238,332,False
2023-02-19,Product_D,387,526,False
2023-02-20,Product_D,302,722,True
2023-02-21,Product_D,331,791,False
2023-02-22,Product_D,10,972,True
2023-02-23,Product_D,176,429,True
2023-02-24,Product_D,178,208,True
2023-02-25,Product_D,293,672,True
2023-02-26,Product_D,193,157,True
2023-02-27,Product_D,174,815,True
2023-02-28,Product_D,475,419,False
2023-03-01,Product_D,439,334,False
2023-03-02,Product_D,114,826,True
2023-03-03,Product_D,14,338,True
2023-03-04,Product_D,428,417,False
2023-03-05,Product_D,457,666,False
2023-03-06,Product_D,126,547,True
2023-03-07,Product_D,277,325,False
2023-03-08,Product_D,444,171,False
2023-03-09,Product_D,347,945,False
2023-03-10,Product_D,299,276,True
2023-03-11,Product_D,255,326,True
2023-03-12,Product_D,114,751,True
2023-03-13,Product_D,84,446,True
2023-03-14,Product_D,48,148,False
2023-03-15,Product_D,105,348,True
2023-03-16,Product_D,125,324,False
2023-03-17,Product_D,398,977,False
2023-03-18,Product_D,94,745,True
2023-03-19,Product_D,357,996,True
2023-03-20,Product_D,467,484,True
2023-03-21,Product_D,225,929,False
2023-03-22,Product_D,292,423,True
2023-03-23,Product_D,148,538,False
2023-03-24,Product_D,141,860,False
2023-03-25,Product_D,175,574,False
2023-03-26,Product_D,345,207,True
2023-03-27,Product_D,459,993,False
2023-03-28,Product_D,499,324,True
2023-03-29,Product_D,16,875,False
2023-03-30,Product_D,306,923,False
2023-03-31,Product_D,355,136,True
2023-04-01,Product_D,209,660,False
2023-04-02,Product_D,297,413,True
2023-04-03,Product_D,47,736,False
2023-04-04,Product_D,259,572,False
2023-04-05,Product_D,93,869,False
2023-04-06,Product_D,331,171,True
2023-04-07,Product_D,480,883,False
2023-04-08,Product_D,248,627,True
2023-04-09,Product_D,58,713,True
2023-04-10,Product_D,331,794,True
2023-04-11,Product_D,273,759,False
2023-04-12,Product_D,447,763,True
2023-04-13,Product_D,117,883,True
2023-04-14,Product_D,36,644,False
2023-04-15,Product_D,220,581,False
2023-04-16,Product_D,440,948,False
2023-04-17,Product_D,430,605,False
2023-04-18,Product_D,203,611,True
2023-04-19,Product_D,196,54,True
2023-04-20,Product_D,142,881,False
2023-04-21,Product_D,212,123,True
2023-04-22,Product_D,475,882,True
2023-04-23,Product_D,81,560,True
2023-04-24,Product_D,406,212,True
2023-04-25,Product_D,476,747,False
2023-04-26,Product_D,465,242,True
2023-04-27,Product_D,28,833,True
2023-04-28,Product_D,168,591,True
2023-04-29,Product_D,408,971,True
2023-04-30,Product_D,68,628,False
2023-05-01,Product_D,45,176,True
2023-05-02,Product_D,97,558,True
2023-05-03,Product_D,228,717,True
2023-05-04,Product_D,142,776,False
2023-05-05,Product_D,175,998,False
2023-05-06,Product_D,379,939,False
2023-05-07,Product_D,213,171,False
2023-05-08,Product_D,376,330,False
2023-05-09,Product_D,445,350,True
2023-05-10,Product_D,301,765,True
2023-05-11,Product_D,365,748,False
2023-05-12,Product_D,232,101,True
2023-05-13,Product_D,139,525,False
2023-05-14,Product_D,391,669,False
2023-05-15,Product_D,181,452,True
2023-05-16,Product_D,143,896,True
2023-05-17,Product_D,88,472,True
2023-05-18,Product_D,463,119,False
2023-05-19,Product_D,428,483,True
2023-05-20,Product_D,216,934,True
2023-05-21,Product_D,333,404,False
2023-05-22,Product_D,239,462,False
2023-05-23,Product_D,421,105,False
2023-05-24,Product_D,41,672,True
2023-05-25,Product_D,333,239,False
2023-05-26,Product_D,413,68,True
2023-05-27,Product_D,227,664,False
2023-05-28,Product_D,485,158,False
2023-05-29,Product_D,386,828,True
2023-05-30,Product_D,498,325,False
2023-05-31,Product_D,403,969,False
2023-06-01,Product_D,227,825,True
2023-06-02,Product_D,354,463,False
2023-06-03,Product_D,184,217,True
2023-06-04,Product_D,234,122,False
2023-06-05,Product_D,131,937,True
2023-06-06,Product_D,317,823,True
2023-06-07,Product_D,52,968,True
2023-06-08,Product_D,105,304,False
2023-06-09,Product_D,152,120,False
2023-06-10,Product_D,440,595,False
2023-06-11,Product_D,497,250,False
2023-06-12,Product_D,62,923,True
2023-06-13,Product_D,22,192,False
2023-06-14,Product_D,417,734,False
2023-06-15,Product_D,305,71,True
2023-06-16,Product_D,21,689,True
2023-06-17,Product_D,486,613,True
2023-06-18,Product_D,206,784,False
2023-06-19,Product_D,364,244,False
2023-06-20,Product_D,27,784,True
2023-06-21,Product_D,70,923,True
2023-06-22,Product_D,41,425,False
2023-06-23,Product_D,219,757,True
2023-06-24,Product_D,196,646,False
2023-06-25,Product_D,202,762,True
2023-06-26,Product_D,229,369,False
2023-06-27,Product_D,231,945,True
2023-06-28,Product_D,466,447,True
2023-06-29,Product_D,201,950,True
2023-06-30,Product_D,412,624,False
2023-07-01,Product_D,336,172,True
2023-07-02,Product_D,414,961,False
2023-07-03,Product_D,62,118,False
2023-07-04,Product_D,140,278,True
2023-07-05,Product_D,283,360,False
2023-07-06,Product_D,482,735,True
2023-07-07,Product_D,37,988,False
2023-07-08,Product_D,393,954,False
2023-07-09,Product_D,402,366,True
2023-07-10,Product_D,298,268,True
2023-07-11,Product_D,329,569,True
2023-07-12,Product_D,365,760,False
2023-07-13,Product_D,176,699,True
2023-07-14,Product_D,190,573,True
2023-07-15,Product_D,79,872,False
2023-07-16,Product_D,367,995,True
2023-07-17,Product_D,309,901,False
2023-07-18,Product_D,172,250,False
2023-07-19,Product_D,203,700,True
2023-07-20,Product_D,16,774,False
2023-07-21,Product_D,342,701,False
2023-07-22,Product_D,140,614,True
2023-07-23,Product_D,267,662,False
2023-07-24,Product_D,214,248,True
2023-07-25,Product_D,86,320,True
2023-07-26,Product_D,98,404,False
2023-07-27,Product_D,452,220,False
2023-07-28,Product_D,112,652,False
2023-07-29,Product_D,70,137,False
2023-07-30,Product_D,138,986,True
2023-07-31,Product_D,401,827,True
2023-08-01,Product_D,214,374,False
2023-08-02,Product_D,349,63,True
2023-08-03,Product_D,298,315,False
2023-08-04,Product_D,493,883,False
2023-08-05,Product_D,197,242,True
2023-08-06,Product_D,270,708,False
2023-08-07,Product_D,182,989,True
2023-08-08,Product_D,302,600,True
2023-08-09,Product_D,389,497,False
2023-08-10,Product_D,233,447,True
2023-08-11,Product_D,461,846,False
2023-08-12,Product_D,365,866,True
2023-08-13,Product_D,407,873,True
2023-08-14,Product_D,430,786,False
2023-08-15,Product_D,283,442,True
2023-08-16,Product_D,72,189,True
2023-08-17,Product_D,139,859,True
2023-08-18,Product_D,266,477,False
2023-08-19,Product_D,421,212,True
2023-08-20,Product_D,346,366,True
2023-08-21,Product_D,335,698,False
2023-08-22,Product_D,125,225,True
2023-08-23,Product_D,97,673,True
2023-08-24,Product_D,233,52,False
2023-08-25,Product_D,454,374,True
2023-08-26,Product_D,167,224,False
2023-08-27,Product_D,412,854,True
2023-08-28,Product_D,247,493,False
2023-08-29,Product_D,225,166,True
2023-08-30,Product_D,434,435,False
2023-08-31,Product_D,52,756,False
2023-09-01,Product_D,191,823,True
2023-09-02,Product_D,471,721,True
2023-09-03,Product_D,448,80,False
2023-09-04,Product_D,436,477,True
2023-09-05,Product_D,132,64,True
2023-09-06,Product_D,457,458,False
2023-09-07,Product_D,408,688,True
2023-09-08,Product_D,403,67,True
2023-09-09,Product_D,367,63,True
2023-09-10,Product_D,218,667,True
2023-09-11,Product_D,226,819,True
2023-09-12,Product_D,175,102,False
2023-09-13,Product_D,327,56,True
2023-09-14,Product_D,388,758,True
2023-09-15,Product_D,174,770,True
2023-09-16,Product_D,160,79,True
2023-09-17,Product_D,382,131,True
2023-09-18,Product_D,13,532,False
2023-09-19,Product_D,42,706,False
2023-09-20,Product_D,335,180,True
2023-09-21,Product_D,35,559,False
2023-09-22,Product_D,367,929,False
2023-09-23,Product_D,464,110,True
2023-09-24,Product_D,325,651,True
2023-09-25,Product_D,10,681,False
2023-09-26,Product_D,111,162,False
2023-09-27,Product_D,231,368,True
2023-09-28,Product_D,451,882,True
2023-09-29,Product_D,52,577,True
2023-09-30,Product_D,206,535,False
2023-10-01,Product_D,171,191,False
2023-10-02,Product_D,299,448,False
2023-10-03,Product_D,39,519,False
2023-10-04,Product_D,188,520,True
2023-10-05,Product_D,207,59,False
2023-10-06,Product_D,425,612,True
2023-10-07,Product_D,442,106,False
2023-10-08,Product_D,448,261,True
2023-10-09,Product_D,226,217,False
2023-10-10,Product_D,114,387,True
2023-10-11,Product_D,76,464,False
2023-10-12,Product_D,150,107,False
2023-10-13,Product_D,444,524,False
2023-10-14,Product_D,214,574,True
2023-10-15,Product_D,140,489,False
2023-10-16,Product_D,173,336,False
2023-10-17,Product_D,160,347,True
2023-10-18,Product_D,475,704,False
2023-10-19,Product_D,406,725,False
2023-10-20,Product_D,465,653,True
2023-10-21,Product_D,460,456,True
2023-10-22,Product_D,363,334,True
2023-10-23,Product_D,90,433,True
2023-10-24,Product_D,17,227,True
2023-10-25,Product_D,335,632,True
2023-10-26,Product_D,352,632,True
2023-10-27,Product_D,369,417,True
2023-10-28,Product_D,204,676,True
2023-10-29,Product_D,285,900,True
2023-10-30,Product_D,464,272,True
2023-10-31,Product_D,17,218,True
2023-11-01,Product_D,373,907,False
2023-11-02,Product_D,458,554,True
2023-11-03,Product_D,210,648,True
2023-11-04,Product_D,81,289,False
2023-11-05,Product_D,485,432,True
2023-11-06,Product_D,305,862,True
2023-11-07,Product_D,105,490,True
2023-11-08,Product_D,13,720,True
2023-11-09,Product_D,412,104,False
2023-11-10,Product_D,46,790,True
2023-11-11,Product_D,437,113,True
2023-11-12,Product_D,155,653,True
2023-11-13,Product_D,495,300,True
2023-11-14,Product_D,134,975,False
2023-11-15,Product_D,67,137,True
2023-11-16,Product_D,303,416,True
2023-11-17,Product_D,67,167,False
2023-11-18,Product_D,451,840,True
2023-11-19,Product_D,201,926,True
2023-11-20,Product_D,431,801,True
2023-11-21,Product_D,69,379,True
2023-11-22,Product_D,416,490,True
2023-11-23,Product_D,114,61,False
2023-11-24,Product_D,314,565,True
2023-11-25,Product_D,105,793,True
2023-11-26,Product_D,53,55,True
2023-11-27,Product_D,160,608,False
2023-11-28,Product_D,345,461,False
2023-11-29,Product_D,250,751,True
2023-11-30,Product_D,334,55,False
2023-12-01,Product_D,308,552,False
2023-12-02,Product_D,446,121,False
2023-12-03,Product_D,75,609,False
2023-12-04,Product_D,79,97,True
2023-12-05,Product_D,388,949,True
2023-12-06,Product_D,93,382,False
2023-12-07,Product_D,437,830,False
2023-12-08,Product_D,13,313,False
2023-12-09,Product_D,178,831,False
2023-12-10,Product_D,393,761,False
2023-12-11,Product_D,331,966,True
2023-12-12,Product_D,14,274,True
2023-12-13,Product_D,194,650,False
2023-12-14,Product_D,358,179,True
2023-12-15,Product_D,463,378,True
2023-12-16,Product_D,65,185,True
2023-12-17,Product_D,141,812,False
2023-12-18,Product_D,462,933,False
2023-12-19,Product_D,55,507,True
2023-12-20,Product_D,449,829,False
2023-12-21,Product_D,74,980,True
2023-12-22,Product_D,193,130,False
2023-12-23,Product_D,239,850,False
2023-12-24,Product_D,408,300,False
2023-12-25,Product_D,470,781,True
2023-12-26,Product_D,129,621,True
2023-12-27,Product_D,272,92,False
2023-12-28,Product_D,410,886,False
2023-12-29,Product_D,234,429,True
2023-12-30,Product_D,212,204,True
2023-12-31,Product_D,70,253,False
2023-01-01,Product_E,74,940,True
2023-01-02,Product_E,380,525,True
2023-01-03,Product_E,340,723,False
2023-01-04,Product_E,241,315,True
2023-01-05,Product_E,109,853,True
2023-01-06,Product_E,49,143,True
2023-01-07,Product_E,262,657,False
2023-01-08,Product_E,294,612,True
2023-01-09,Product_E,69,123,True
2023-01-10,Product_E,190,938,True
2023-01-11,Product_E,102,650,True
2023-01-12,Product_E,276,332,True
2023-01-13,Product_E,118,555,False
2023-01-14,Product_E,375,231,True
2023-01-15,Product_E,335,810,False
2023-01-16,Product_E,434,450,False
2023-01-17,Product_E,71,278,False
2023-01-18,Product_E,239,711,False
2023-01-19,Product_E,94,422,True
2023-01-20,Product_E,182,361,True
2023-01-21,Product_E,463,584,False
2023-01-22,Product_E,473,762,False
2023-01-23,Product_E,273,274,True
2023-01-24,Product_E,108,600,True
2023-01-25,Product_E,190,268,True
2023-01-26,Product_E,155,766,False
2023-01-27,Product_E,476,220,True
2023-01-28,Product_E,94,510,False
2023-01-29,Product_E,340,194,False
2023-01-30,Product_E,248,466,False
2023-01-31,Product_E,440,403,False
2023-02-01,Product_E,300,502,False
2023-02-02,Product_E,211,471,True
2023-02-03,Product_E,218,568,False
2023-02-04,Product_E,103,472,True
2023-02-05,Product_E,281,212,True
2023-02-06,Product_E,397,80,True
2023-02-07,Product_E,25,449,True
2023-02-08,Product_E,414,175,True
2023-02-09,Product_E,153,938,False
2023-02-10,Product_E,80,218,False
2023-02-11,Product_E,269,831,False
2023-02-12,Product_E,332,193,True
2023-02-13,Product_E,26,759,False
2023-02-14,Product_E,401,410,True
2023-02-15,Product_E,423,985,True
2023-02-16,Product_E,370,266,False
2023-02-17,Product_E,471,639,True
2023-02-18,Product_E,318,354,False
2023-02-19,Product_E,156,305,True
2023-02-20,Product_E,415,923,False
2023-02-21,Product_E,238,633,True
2023-02-22,Product_E,90,621,False
2023-02-23,Product_E,28,813,False
2023-02-24,Product_E,39,404,True
2023-02-25,Product_E,360,343,True
2023-02-26,Product_E,26,371,False
2023-02-27,Product_E,178,92,True
2023-02-28,Product_E,51,440,True
2023-03-01,Product_E,60,347,True
2023-03-02,Product_E,304,768,True
2023-03-03,Product_E,416,391,True
2023-03-04,Product_E,48,93,True
2023-03-05,Product_E,15,562,False
2023-03-06,Product_E,473,805,True
2023-03-07,Product_E,85,682,True
2023-03-08,Product_E,274,337,False
2023-03-09,Product_E,128,432,True
2023-03-10,Product_E,211,947,False
2023-03-11,Product_E,37,283,True
2023-03-12,Product_E,162,969,False
2023-03-13,Product_E,13,218,False
2023-03-14,Product_E,288,809,True
2023-03-15,Product_E,336,687,True
2023-03-16,Product_E,67,70,True
2023-03-17,Product_E,66,149,True
2023-03-18,Product_E,235,660,True
2023-03-19,Product_E,185,75,False
2023-03-20,Product_E,231,550,True
2023-03-21,Product_E,254,973,False
2023-03-22,Product_E,191,357,True
2023-03-23,Product_E,115,340,True
2023-03-24,Product_E,204,594,True
2023-03-25,Product_E,438,918,True
2023-03-26,Product_E,142,999,False
2023-03-27,Product_E,260,974,False
2023-03-28,Product_E,434,817,False
2023-03-29,Product_E,183,878,False
2023-03-30,Product_E,337,538,True
2023-03-31,Product_E,100,535,True
